area,area_name,premis_code,premis_desc
9,Van Nuys,108,PARKING LOT
1,Central,101,STREET
1,Central,102,SIDEWALK
11,Northeast,104,DRIVEWAY
2,Rampart,401,MINI-MART
2,Rampart,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"
2,Rampart,801,MTA BUS
2,Rampart,101,STREET
11,Northeast,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"
2,Rampart,101,STREET
2,Rampart,102,SIDEWALK
2,Rampart,401,MINI-MART
2,Rampart,101,STREET
2,Rampart,122,"VEHICLE, PASSENGER/TRUCK"
2,Rampart,501,SINGLE FAMILY DWELLING
2,Rampart,403,DRUG STORE
10,West Valley,501,SINGLE FAMILY DWELLING
2,Rampart,122,"VEHICLE, PASSENGER/TRUCK"
10,West Valley,707,GARAGE/CARPORT
2,Rampart,101,STREET
2,Rampart,122,"VEHICLE, PASSENGER/TRUCK"
2,Rampart,121,YARD (RESIDENTIAL/BUSINESS)
2,Rampart,108,PARKING LOT
2,Rampart,122,"VEHICLE, PASSENGER/TRUCK"
2,Rampart,801,MTA BUS
2,Rampart,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"
2,Rampart,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"
2,Rampart,101,STREET
2,Rampart,252,"COFFEE SHOP (STARBUCKS, COFFEE BEAN, PEET''S, ETC.)"
2,Rampart,406,OTHER STORE
2,Rampart,108,PARKING LOT
7,Wilshire,102,SIDEWALK
2,Rampart,501,SINGLE FAMILY DWELLING
8,West LA,702,OFFICE BUILDING/OFFICE
2,Rampart,102,SIDEWALK
2,Rampart,102,SIDEWALK
2,Rampart,122,"VEHICLE, PASSENGER/TRUCK"
7,Wilshire,203,OTHER BUSINESS
2,Rampart,101,STREET
2,Rampart,401,MINI-MART
2,Rampart,517,MISSIONS/SHELTERS
2,Rampart,102,SIDEWALK
2,Rampart,203,OTHER BUSINESS
10,West Valley,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"
3,Southwest,501,SINGLE FAMILY DWELLING
3,Southwest,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"
2,Rampart,401,MINI-MART
2,Rampart,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"
14,Pacific,501,SINGLE FAMILY DWELLING
2,Rampart,101,STREET
2,Rampart,708,CHURCH/CHAPEL (CHANGED 03-03 FROM CHURCH/TEMPLE)
2,Rampart,108,PARKING LOT
2,Rampart,101,STREET
2,Rampart,801,MTA BUS
2,Rampart,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"
2,Rampart,102,SIDEWALK
15,N Hollywood,210,RESTAURANT/FAST FOOD
2,Rampart,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"
4,Hollenbeck,203,OTHER BUSINESS
2,Rampart,203,OTHER BUSINESS
2,Rampart,102,SIDEWALK
2,Rampart,101,STREET
2,Rampart,207,BAR/COCKTAIL/NIGHTCLUB
2,Rampart,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"
2,Rampart,122,"VEHICLE, PASSENGER/TRUCK"
19,Mission,501,SINGLE FAMILY DWELLING
2,Rampart,101,STREET
2,Rampart,101,STREET
2,Rampart,101,STREET
2,Rampart,501,SINGLE FAMILY DWELLING
2,Rampart,210,RESTAURANT/FAST FOOD
2,Rampart,405,CLOTHING STORE
2,Rampart,101,STREET
2,Rampart,122,"VEHICLE, PASSENGER/TRUCK"
2,Rampart,501,SINGLE FAMILY DWELLING
2,Rampart,102,SIDEWALK
2,Rampart,707,GARAGE/CARPORT
2,Rampart,101,STREET
2,Rampart,101,STREET
4,Hollenbeck,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"
2,Rampart,102,SIDEWALK
15,N Hollywood,123,PARKING UNDERGROUND/BUILDING
2,Rampart,109,PARK/PLAYGROUND
2,Rampart,207,BAR/COCKTAIL/NIGHTCLUB
2,Rampart,102,SIDEWALK
2,Rampart,101,STREET
2,Rampart,906,MTA - RED LINE - VERMONT/BEVERLY
2,Rampart,101,STREET
5,Harbor,101,STREET
2,Rampart,108,PARKING LOT
2,Rampart,101,STREET
2,Rampart,108,PARKING LOT
2,Rampart,124,BUS STOP
2,Rampart,202,LIQUOR STORE
2,Rampart,101,STREET
2,Rampart,122,"VEHICLE, PASSENGER/TRUCK"
1,Central,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"
2,Rampart,202,LIQUOR STORE
4,Hollenbeck,102,SIDEWALK
6,Hollywood,101,STREET
6,Hollywood,108,PARKING LOT
2,Rampart,101,STREET
20,Olympic,222,LAUNDROMAT
18,Southeast,101,STREET
12,77th Street,101,STREET
14,Pacific,158,TRANSIENT ENCAMPMENT
17,Devonshire,124,BUS STOP
12,77th Street,101,STREET
12,77th Street,122,"VEHICLE, PASSENGER/TRUCK"
3,Southwest,103,ALLEY
7,Wilshire,101,STREET
13,Newton,101,STREET
13,Newton,122,"VEHICLE, PASSENGER/TRUCK"
9,Van Nuys,101,STREET
20,Olympic,101,STREET
7,Wilshire,103,ALLEY
1,Central,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"
1,Central,102,SIDEWALK
12,77th Street,501,SINGLE FAMILY DWELLING
2,Rampart,102,SIDEWALK
1,Central,503,HOTEL
21,Topanga,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"
19,Mission,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"
14,Pacific,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"
14,Pacific,501,SINGLE FAMILY DWELLING
20,Olympic,102,SIDEWALK
3,Southwest,103,ALLEY
12,77th Street,108,PARKING LOT
6,Hollywood,210,RESTAURANT/FAST FOOD
20,Olympic,102,SIDEWALK
9,Van Nuys,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"
19,Mission,727,SHOPPING MALL (COMMON AREA)
1,Central,735,NIGHT CLUB (OPEN EVENINGS ONLY)
6,Hollywood,101,STREET
1,Central,735,NIGHT CLUB (OPEN EVENINGS ONLY)
14,Pacific,102,SIDEWALK
2,Rampart,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"
6,Hollywood,501,SINGLE FAMILY DWELLING
12,77th Street,801,MTA BUS
10,West Valley,101,STREET
14,Pacific,518,TRANSITIONAL HOUSING/HALFWAY HOUSE
